Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Derek Ryan,EDM,R,C,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20152016,N,75,10,12,22
Brandon Saad,STL,L,L,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,78,24,25,49
Robin Salo,NYI,L,D,1998-10-13,Espoo,--,FIN,FIN,73,191,2017,2,46,20212022,N,21,1,4,5
Dylan Samberg,WPG,L,D,1999-01-24,Saginaw,MN,USA,USA,76,216,2017,2,43,20212022,N,15,0,5,5
Mattias Samuelsson,BUF,L,D,2000-03-14,Philadelphia,PA,USA,USA,76,224,2018,2,32,20202021,N,42,0,10,10
Rasmus Sandin,WSH,L,D,2000-03-07,Uppsala,--,SWE,SWE,71,182,2018,1,29,20192020,N,51,5,11,16
Zachary Sanford,CHI,L,L,1994-11-09,Salem,MA,USA,USA,76,206,2013,2,61,20162017,N,80,9,12,21
Travis Sanheim,PHI,L,D,1996-03-29,Elkhorn,MB,CAN,CAN,76,222,2014,1,17,20172018,N,80,7,24,31
David Savard,MTL,R,D,1990-10-22,St-Hyacinthe,QC,CAN,CAN,73,238,2009,4,94,20112012,N,62,3,14,17
Marco Scandella,STL,L,D,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20102011,N,70,3,11,14
Colton Sceviour,--,R,C,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,4,112,20102011,N,35,2,3,5
Mark Scheifele,WPG,R,C,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20112012,N,67,29,41,70
Brayden Schenn,STL,L,C,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20092010,N,62,24,34,58
Luke Schenn,NSH,R,D,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20082009,N,66,5,12,17
Nick Schmaltz,ARI,R,C,1996-02-23,Madison,WI,USA,USA,72,181,2014,1,20,20162017,N,63,23,36,59
Nate Schmidt,WPG,L,D,1991-07-16,St. Cloud,MN,USA,USA,72,192,--,--,--,20132014,N,77,4,28,32
Braden Schneider,NYR,R,D,2001-09-20,Prince Albert,SK,CAN,CAN,75,211,2020,1,19,20212022,N,43,2,9,11
Corey Schueneman,COL,L,D,1995-09-02,Milford,MI,USA,USA,71,197,--,--,--,20212022,N,24,2,4,6
Justin Schultz,SEA,R,D,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20122013,N,74,4,19,23
Jaden Schwartz,SEA,L,C,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20112012,N,37,8,15,23
Nick Seeler,PHI,L,D,1993-06-03,Eden Prairie,MN,USA,USA,75,197,2011,5,131,20172018,N,43,1,2,3
Tyler Seguin,DAL,R,C,1992-01-31,Brampton,ON,CAN,CAN,73,207,2010,1,2,20102011,N,81,24,25,49
Moritz Seider,DET,R,D,2001-04-06,Zell,--,DEU,DEU,75,205,2019,1,6,20212022,N,82,7,43,50
Andrej Sekera,--,L,D,1986-06-08,Bojnice,--,SVK,SVK,72,200,2004,3,71,20062007,N,32,1,3,4
Mikhail Sergachev,TBL,L,D,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,211,2016,1,9,20162017,N,78,7,31,38
Damon Severson,CBJ,R,D,1994-08-07,Melville,SK,CAN,CAN,74,202,2012,2,60,20142015,N,80,11,35,46
Michael Sgarbossa,WSH,L,C,1992-07-25,Campbellville,ON,CAN,CAN,72,179,--,--,--,20122013,N,10,2,2,4
Yegor Sharangovich,CGY,L,C,1998-06-06,Minsk,--,BLR,BLR,74,196,2018,5,141,20202021,N,76,24,22,46
Kevin Shattenkirk,BOS,R,D,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,82,8,27,35
Logan Shaw,--,R,R,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,3,76,20152016,N,17,1,2,3
Riley Sheahan,--,L,C,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,1,21,20112012,N,69,4,13,17
Conor Sheary,TBL,L,L,1992-06-08,Winchester,MA,USA,USA,68,179,--,--,--,20152016,N,71,19,24,43
Kiefer Sherwood,NSH,R,L,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20182019,N,11,1,1,2
Devin Shore,SEA,L,C,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,2,61,20152016,N,49,5,6,11
Jonas Siegenthaler,NJD,L,D,1997-05-06,Zurich,--,CHE,CHE,74,218,2015,2,57,20182019,N,70,1,13,14
Jakob Silfverberg,ANA,R,R,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,53,5,16,21
Cole Sillinger,CBJ,L,C,2003-05-16,Columbus,OH,USA,USA,73,199,2021,1,12,20212022,N,79,16,15,31
Radim Simek,DET,L,D,1992-09-20,Mlada Boleslav,--,CZE,CZE,72,204,--,--,--,20182019,N,36,1,1,2
Wayne Simmonds,--,R,R,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20082009,N,72,5,11,16
Dominik Simon,--,L,C,1994-08-08,Prague,--,CZE,CZE,71,190,2015,5,137,20152016,N,72,3,10,13
Colton Sissons,NSH,R,C,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20132014,N,79,7,21,28
Jeff Skinner,BUF,L,L,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,80,33,30,63
Brady Skjei,CAR,L,D,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,82,9,30,39
Jaccob Slavin,CAR,L,D,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20152016,N,79,4,38,42
Josiah Slavin,--,L,L,1998-12-31,Erie,CO,USA,USA,75,189,2018,7,193,20212022,N,15,0,1,1
Brendan Smith,NJD,L,D,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,45,4,4,8
Craig Smith,DAL,R,C,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,74,16,20,36
Givani Smith,SJS,L,R,1998-02-27,Toronto,ON,CAN,CAN,74,214,2016,2,46,20192020,N,46,4,3,7
Nathan Smith,ARI,R,C,1998-10-19,Tampa,FL,USA,USA,72,177,2018,3,91,20212022,N,10,2,2,4
Reilly Smith,PIT,L,R,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,56,16,22,38
Ty Smith,CAR,L,D,2000-03-24,Lloydminster,AB,CAN,CAN,71,180,2018,1,17,20202021,N,66,5,15,20
Joe Snively,WSH,L,C,1996-01-01,Herndon,VA,USA,USA,69,176,--,--,--,20212022,N,12,4,3,7
Victor Soderstrom,ARI,R,D,2001-02-26,Gavle,--,SWE,SWE,71,184,2019,1,11,20202021,N,16,0,0,0
Carson Soucy,VAN,L,D,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,64,10,11,21
Jordan Spence,LAK,R,D,2001-02-24,Manly,--,AUS,CAN,71,180,2019,4,95,20212022,N,24,2,6,8
Jason Spezza,--,R,C,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,1,2,20022003,N,71,12,13,25
Daniel Sprong,DET,R,R,1997-03-17,Amsterdam,--,NLD,NLD,72,195,2015,2,46,20152016,N,63,14,6,20
Jared Spurgeon,MIN,R,D,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,65,10,30,40
Jordan Staal,CAR,L,C,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,78,17,19,36
Marc Staal,PHI,L,D,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,71,3,13,16
Steven Stamkos,TBL,R,C,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,81,42,64,106
Logan Stanley,WPG,L,D,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,58,1,12,13
Paul Stastny,--,L,C,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20062007,N,71,21,24,45
Troy Stecher,EDM,R,D,1994-04-07,Richmond,BC,CAN,CAN,70,184,--,--,--,20162017,N,29,1,2,3
Sam Steel,DAL,L,C,1998-02-03,Ardrossan,AB,CAN,CAN,72,185,2016,1,30,20182019,N,68,6,14,20
Oskar Steen,BOS,R,C,1998-03-09,Karlstad,--,SWE,SWE,70,196,2016,6,165,20202021,N,20,2,4,6
Derek Stepan,--,R,C,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,58,9,10,19
Mitchell Stephens,MTL,R,C,1997-02-05,Peterborough,ON,CAN,CAN,72,203,2015,2,33,20192020,N,27,0,6,6
Chandler Stephenson,VGK,L,C,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,3,77,20152016,N,79,21,43,64
Riley Stillman,BUF,L,D,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,4,114,20182019,N,52,2,10,12
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,37,9,21,30
Michael Stone,--,R,D,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,11,2,4,6
Anton Stralman,--,R,D,1986-08-01,Tibro,--,SWE,SWE,71,193,2005,7,216,20072008,N,74,8,15,23
Dylan Strome,WSH,L,C,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,N,69,22,26,48
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,74,21,33,54
Marián Studenic,SEA,L,R,1998-10-28,Skalica,--,SVK,SVK,73,190,2017,5,143,20202021,N,33,2,2,4
Jack Studnicka,SJS,R,C,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,2,53,20192020,N,15,0,3,3
Nico Sturm,SJS,L,C,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20182019,N,74,9,11,20
Tim Stützle,OTT,L,C,2002-01-15,Viersen,--,DEU,DEU,72,197,2020,1,3,20202021,N,79,22,36,58
P.K. Subban,--,R,D,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,2,43,20092010,N,77,5,17,22
Oskar Sundqvist,STL,R,C,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,59,8,15,23
Andrej Sustr,--,R,D,1990-11-29,Plzen,--,CZE,CZE,79,217,--,--,--,20122013,N,38,1,5,6
Pius Suter,VAN,L,C,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20202021,N,82,15,21,36
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,82,7,25,32
Nick Suzuki,MTL,R,C,1999-08-10,London,ON,CAN,CAN,71,212,2017,1,13,20192020,N,82,21,40,61
Andrei Svechnikov,CAR,L,R,2000-03-26,Barnaul,--,RUS,RUS,74,195,2018,1,2,20182019,N,78,30,39,69
Evgeny Svechnikov,--,L,L,1996-10-31,Yuzhno-Sakhalinsk,--,RUS,RUS,75,208,2015,1,19,20162017,N,72,7,12,19
Brandon Tanev,SEA,L,L,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20152016,N,30,9,6,15
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,82,6,22,28
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,75,34,48,82
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,76,15,15,30
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,79,27,49,76
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,77,22,43,65
Troy Terry,ANA,R,R,1997-09-10,Denver,CO,USA,USA,72,185,2015,5,148,20172018,N,75,37,30,67
Alexandre Texier,CBJ,L,C,1999-09-13,Saint-Martin-d'Hères,--,FRA,FRA,73,201,2017,2,45,20182019,N,36,11,9,20
Shea Theodore,VGK,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,78,14,38,52
Robert Thomas,STL,R,C,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,1,20,20182019,N,72,20,57,77
Nate Thompson,--,L,C,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,6,183,20062007,N,33,1,2,3
Tage Thompson,BUF,R,C,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,1,26,20172018,N,78,38,30,68
Lassi Thomson,OTT,R,D,2000-09-24,Tampere,--,FIN,FIN,72,190,2019,1,19,20212022,N,16,0,5,5
Joe Thornton,--,L,C,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,34,5,5,10
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,70,6,12,18
Owen Tippett,PHI,R,R,1999-02-16,Peterborough,ON,CAN,CAN,73,210,2017,1,10,20172018,N,63,10,11,21
Brady Tkachuk,OTT,L,L,1999-09-16,Scottsdale,AZ,USA,USA,76,225,2018,1,4,20182019,N,79,30,37,67
Matthew Tkachuk,FLA,L,L,1997-12-11,Scottsdale,AZ,USA,USA,74,206,2016,1,6,20162017,N,82,42,62,104
Devon Toews,COL,L,D,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,66,13,44,57
Jonathan Toews,--,L,C,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,71,12,25,37
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,74,20,29,49
Eeli Tolvanen,SEA,L,R,1999-04-22,Vihti,--,FIN,FIN,70,191,2017,1,30,20172018,N,75,11,12,23
Philip Tomasino,NSH,R,C,2001-07-28,Mississauga,ON,CAN,CAN,72,179,2019,1,24,20212022,N,76,11,21,32
Dominic Toninato,WPG,L,C,1994-03-09,Duluth,MN,USA,USA,74,201,2012,5,126,20172018,N,77,7,7,14
Alexey Toropchenko,STL,L,R,1999-06-25,Moscow,--,RUS,RUS,78,222,2017,4,113,20212022,N,28,2,0,2
Yakov Trenin,COL,L,C,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20192020,N,80,17,7,24
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,81,21,30,51
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,81,11,28,39
Alex Tuch,BUF,R,R,1996-05-10,Syracuse,NY,USA,USA,76,215,2014,1,18,20162017,N,50,12,26,38
Riley Tufte,COL,L,L,1998-04-10,Coon Rapids,MN,USA,USA,78,230,2016,1,25,20212022,N,10,1,0,1
Kyle Turris,--,R,C,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,23,1,3,4
Urho Vaakanainen,ANA,L,D,1999-01-01,Joensuu,--,FIN,FIN,74,200,2017,1,18,20182019,N,29,0,6,6
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,82,24,14,38
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,72,1,16,17
Frank Vatrano,ANA,L,R,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,71,18,14,32
Joe Veleno,DET,L,C,2000-01-13,Montréal,QC,CAN,CAN,73,201,2018,1,30,20202021,N,66,8,7,15
Carter Verhaeghe,FLA,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,3,82,20192020,N,78,24,31,55
Kristian Vesalainen,WPG,L,L,1999-06-01,Helsinki,--,FIN,FIN,75,207,2017,1,24,20182019,N,53,2,1,3
Jimmy Vesey,NYR,L,L,1993-05-26,Boston,MA,USA,USA,74,200,2012,3,66,20162017,N,68,8,7,15
Jeffrey Viel,WPG,L,L,1997-01-28,Rimouski,QC,CAN,CAN,74,205,--,--,--,20202021,N,34,3,2,5
Gabriel Vilardi,WPG,R,C,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20192020,N,25,5,2,7
Alex Vlasic,CHI,L,D,2001-06-05,Wilmette,IL,USA,USA,78,217,2019,2,43,20212022,N,15,1,1,2
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,75,3,11,14
Jakub Voracek,ARI,L,R,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,79,6,56,62
Jakub Vrana,STL,L,L,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,26,13,6,19
Oliver Wahlstrom,NYI,R,R,2000-06-13,Portland,ME,USA,USA,74,200,2018,1,11,20192020,N,73,13,11,24
Nathan Walker,STL,L,L,1994-02-07,Cardiff,--,GBR,AUS,69,187,2014,3,89,20172018,N,30,8,4,12
Jake Walman,DET,L,D,1996-02-20,Toronto,ON,CAN,CAN,73,218,2014,3,82,20192020,N,51,3,7,10
Austin Watson,TBL,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,67,10,6,16
Jasper Weatherby,NSH,L,C,1998-01-22,Portland,OR,USA,USA,76,222,2018,4,102,20212022,N,50,5,6,11
MacKenzie Weegar,CGY,R,D,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20162017,N,80,8,36,44
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,80,11,26,37
Zach Werenski,CBJ,L,D,1997-07-19,Grosse Pointe,MI,USA,USA,74,219,2015,1,8,20162017,N,68,11,37,48
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,65,17,43,60
Colin White,MTL,R,C,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,24,3,7,10
Colton White,ANA,L,D,1997-05-03,London,ON,CAN,CAN,73,187,2015,4,97,20182019,N,27,0,4,4
Zach Whitecloud,VGK,R,D,1996-11-28,Brandon,MB,CAN,CAN,74,218,--,--,--,20172018,N,59,8,11,19
Chris Wideman,MTL,R,D,1990-01-07,St. Louis,MO,USA,USA,70,180,2009,4,100,20152016,N,64,4,23,27
Max Willman,NJD,L,C,1995-02-13,Barnstable,MA,USA,USA,72,184,2014,5,121,20212022,N,41,4,2,6
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,78,24,28,52
Kailer Yamamoto,SEA,R,R,1998-09-29,Spokane,WA,USA,USA,68,153,2017,1,22,20172018,N,81,20,21,41
Keith Yandle,--,L,D,1986-09-09,Boston,MA,USA,USA,73,192,2005,4,105,20062007,N,77,1,18,19
Jesse Ylönen,MTL,R,R,1999-10-03,Scottsdale,AZ,USA,FIN,73,200,2018,2,35,20202021,N,14,2,3,5
Cam York,PHI,L,D,2001-01-05,Anaheim,CA,USA,USA,72,194,2019,1,14,20202021,N,30,3,7,10
Pavel Zacha,BOS,L,C,1997-04-06,Brno,--,CZE,CZE,76,207,2015,1,6,20152016,N,70,15,21,36
Filip Zadina,SJS,L,R,1999-11-27,Pardubice,--,CZE,CZE,72,190,2018,1,6,20182019,N,74,10,14,24
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,74,4,18,22
Nikita Zaitsev,CHI,R,D,1991-10-29,Moscow,--,RUS,RUS,74,192,--,--,--,20162017,N,62,2,9,11
Egor Zamula,PHI,L,D,2000-03-30,Chelyabinsk,--,RUS,RUS,75,200,--,--,--,20202021,N,10,0,0,0
Jakub Zboril,CBJ,L,D,1997-02-21,Brno,--,CZE,CZE,73,199,2015,1,13,20182019,N,10,0,3,3
Trevor Zegras,ANA,L,C,2001-03-20,Bedford,NY,USA,USA,72,185,2019,1,9,20202021,N,75,23,38,61
Fabian Zetterlund,SJS,R,L,1999-08-25,Karlstad,--,SWE,SWE,71,220,2017,3,63,20212022,N,14,3,5,8
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,81,29,52,81
Radim Zohorna,PIT,L,L,1996-04-29,Havlickuv,--,CZE,CZE,78,220,--,--,--,20202021,N,17,2,4,6
Artem Zub,OTT,R,D,1995-10-03,Khabarovsk,--,RUS,RUS,75,204,--,--,--,20202021,N,81,6,16,22
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,70,24,55,79
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,41,8,9,17
