Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
P.K. Subban,--,R,D,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,2,43,20092010,N,68,6,45,51
Oskar Sundqvist,STL,R,C,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,18,1,3,4
Andrej Sustr,--,R,D,1990-11-29,Plzen,--,CZE,CZE,79,217,--,--,--,20122013,N,77,4,17,21
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,82,8,43,51
Brandon Sutter,--,R,C,1989-02-14,Huntington,NY,USA,CAN,75,188,2007,1,11,20082009,N,20,5,4,9
Viktor Svedberg,--,L,D,1991-05-24,Gothenburg,--,SWE,SWE,80,238,--,--,--,20152016,N,27,2,2,4
Max Talbot,--,L,C,1984-02-11,Lemoyne,QC,CAN,CAN,71,186,2002,8,234,20052006,N,38,2,5,7
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,69,4,14,18
Alex Tanguay,--,L,L,1979-11-21,Ste-Justine,QC,CAN,CAN,73,194,1998,1,12,19992000,N,70,8,27,35
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,80,40,34,74
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,81,21,24,45
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,78,33,37,70
Matt Tennyson,--,R,D,1990-04-23,Minneapolis,MN,USA,USA,74,205,--,--,--,20122013,N,29,1,3,4
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,78,13,22,35
Chris Terry,--,L,L,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,5,132,20122013,N,68,8,3,11
Shea Theodore,VGK,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,19,3,5,8
Nate Thompson,--,L,C,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,6,183,20062007,N,49,3,3,6
Chris Thorburn,--,R,R,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,2,50,20052006,N,82,6,6,12
Joe Thornton,--,L,C,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,82,19,63,82
Shawn Thornton,--,R,L,1977-07-23,Oshawa,ON,CAN,CAN,74,217,1997,7,190,20022003,N,50,1,4,5
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,79,7,13,20
Viktor Tikhonov,--,R,R,1988-05-12,Riga,--,LVA,RUS,74,189,2008,1,28,20082009,N,50,3,3,6
Jarred Tinordi,CHI,L,D,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,10,0,0,0
Jiri Tlusty,--,L,L,1988-03-16,Slany,--,CZE,CZE,72,205,2006,1,13,20072008,N,30,2,2,4
Jonathan Toews,--,L,C,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,80,28,30,58
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,82,31,27,58
Jordin Tootoo,--,R,R,1983-02-02,Churchill,MB,CAN,CAN,69,195,2001,4,98,20032004,N,66,4,5,9
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,76,25,28,53
Zach Trotman,--,R,D,1990-08-26,Carmel,IN,USA,USA,75,217,2010,7,210,20132014,N,38,2,5,7
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,81,6,15,21
Nikita Tryamkin,--,L,D,1994-08-30,Yekaterinburg,--,RUS,RUS,79,265,2014,3,66,20152016,N,13,1,1,2
Kyle Turris,--,R,C,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,57,13,17,30
Fedor Tyutin,--,L,D,1983-07-19,Izhevsk,--,RUS,RUS,74,221,2001,2,40,20032004,N,61,1,2,3
R.J. Umberger,--,L,C,1982-05-03,Pittsburgh,PA,USA,USA,74,214,2001,1,16,20052006,N,39,2,9,11
Scottie Upshall,--,L,R,1983-10-07,Fort McMurray,AB,CAN,CAN,72,200,2002,1,6,20022003,N,70,6,8,14
Rinat Valiev,--,L,D,1995-05-11,Nizhnekamsk,--,RUS,RUS,75,215,2014,3,68,20152016,N,10,0,0,0
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,40,14,15,29
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,82,3,11,14
Chris VandeVelde,--,L,C,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,4,97,20102011,N,79,2,12,14
Thomas Vanek,--,R,L,1984-01-19,Vienna,--,AUT,AUT,74,214,2003,1,5,20052006,N,74,18,23,41
Sami Vatanen,--,R,D,1991-06-03,Jyväskylä,--,FIN,FIN,70,185,2009,4,106,20122013,N,71,9,29,38
Frank Vatrano,ANA,L,R,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,39,8,3,11
Antoine Vermette,--,L,C,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,2,55,20032004,N,76,17,21,38
Kris Versteeg,--,R,R,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,5,134,20072008,N,77,15,23,38
Linden Vey,--,R,R,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,4,96,20132014,N,41,4,11,15
Jake Virtanen,--,R,R,1996-08-17,Langley,BC,CAN,CAN,73,226,2014,1,6,20152016,N,55,7,6,13
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,67,8,31,39
Jakub Voracek,ARI,L,R,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,73,11,44,55
Radim Vrbata,--,R,R,1981-06-13,Mlada Boleslav,--,CZE,CZE,73,194,1999,7,212,20012002,N,63,13,14,27
Chris Wagner,COL,R,R,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,43,4,2,6
Joel Ward,--,R,R,1980-12-02,North York,ON,CAN,CAN,73,225,--,--,--,20062007,N,79,21,22,43
David Warsofsky,--,L,D,1990-05-30,Marshfield,MA,USA,USA,69,174,2008,4,95,20132014,N,22,1,1,2
Austin Watson,TBL,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,57,3,7,10
Jordan Weal,--,R,C,1992-04-15,North Vancouver,BC,CAN,CAN,69,181,2010,3,70,20152016,N,14,0,0,0
Mike Weber,--,L,D,1987-12-16,Pittsburgh,PA,USA,USA,74,217,2006,2,57,20072008,N,45,1,4,5
Shea Weber,ARI,R,D,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,2,49,20052006,N,78,20,31,51
Yannick Weber,--,R,D,1988-09-23,Morges,--,CHE,CHE,71,200,2007,3,73,20082009,N,45,0,7,7
Dale Weise,--,R,R,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,4,111,20102011,N,71,14,13,27
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,69,8,32,40
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,82,26,52,78
Ryan White,--,R,C,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006,3,66,20092010,N,73,11,5,16
Chris Wideman,MTL,R,D,1990-01-07,St. Louis,MO,USA,USA,70,180,2009,4,100,20152016,N,64,6,7,13
Dennis Wideman,--,R,D,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,8,241,20052006,N,51,2,17,19
Patrick Wiercioch,--,L,D,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,2,42,20102011,N,52,0,5,5
Justin Williams,--,R,R,1981-10-04,Cobourg,ON,CAN,CAN,73,184,2000,1,28,20002001,N,82,22,30,52
Colin Wilson,--,L,C,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,1,7,20092010,N,64,6,18,24
Garrett Wilson,--,L,L,1991-03-16,Barrie,ON,CAN,CAN,75,218,2009,4,107,20132014,N,29,0,0,0
Scott Wilson,--,L,C,1992-04-24,Oakville,ON,CAN,CAN,71,177,2011,7,209,20142015,N,24,5,1,6
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,82,7,16,23
Tommy Wingels,--,R,C,1988-04-12,Evanston,IL,USA,USA,72,200,2008,6,177,20102011,N,68,7,11,18
Daniel Winnik,--,L,L,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,9,265,20072008,N,76,6,13,19
Tyler Wotherspoon,NJD,L,D,1993-03-12,Burnaby,BC,CAN,CAN,74,207,2011,2,57,20132014,N,11,0,1,1
Nail Yakupov,--,L,R,1993-10-06,Nizhnekamsk,--,RUS,RUS,71,195,2012,1,1,20122013,N,60,8,15,23
Keith Yandle,--,L,D,1986-09-09,Boston,MA,USA,USA,73,192,2005,4,105,20062007,N,82,5,42,47
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,22,0,2,2
Travis Zajac,--,R,C,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004,1,20,20062007,N,74,14,28,42
Henrik Zetterberg,--,L,C,1980-10-09,Njurunda,--,SWE,SWE,72,197,1999,7,210,20022003,N,82,13,37,50
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,81,21,30,51
Marek Zidlicky,--,R,D,1977-02-03,Most,--,CZE,CZE,71,190,2001,6,176,20032004,N,53,4,12,16
Dainius Zubrus,--,L,C,1978-06-16,Elektrenai,--,LTU,LTU,77,225,1996,1,15,19961997,N,50,3,4,7
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,81,26,35,61
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,71,13,10,23
